6776752,226.10
6759045,157.70
6140134,226.00
6736701,217.90
6751047,214.40
5977396,157.80
6778337,164.80
6720620,199.90
7023542,175.50
6798702,156.50
5977396,184.00
6018908,202.60
6759045,192.80
6018908,177.20
6087357,195.00
6139832,228.60
6723965,166.70
6888435,218.20
4896040,165.60
7290420,223.50
6765381,228.10
6139832,204.50
6085474,224.70
6153276,150.80
6087357,150.20
6720620,223.80
8321673,206.00
3483848,194.70
6837306,199.30
5998313,229.00
7007126,213.60
6169847,197.60
6150506,214.60
3459074,151.30
6815832,222.80
8321673,188.90
6776752,200.20
4312014,161.70
3483848,211.40
6765381,166.80
6776752,180.40
3459074,226.20
6765381,175.20
6858879,168.40
8306245,229.20
5981213,157.40
6869689,228.60
6765381,202.50
6855569,215.80
5981213,173.00
6765608,208.30
6905510,157.10
6824998,228.00
4892034,158.40
6869689,207.30
6815832,191.60
5998313,217.70
7007126,216.00
5801726,157.60
6798702,181.50
6858879,185.80
6182990,198.90
6755399,164.70
4875775,195.40
4965844,190.50
6085474,190.00
6018908,212.10
6869689,214.60
4758753,228.80
6085474,176.60
6751047,215.80
6948542,184.40
6837306,190.80
6049205,178.40
6948542,222.60
5960219,195.40
4837464,154.80
6858270,179.50
6140134,162.00
6761652,220.00
6087357,179.20
6144341,170.90
5966709,224.10
4844828,155.70
6780733,188.30
6761652,212.00
6723965,223.10
5960219,211.70
4774159,182.40
6049205,204.80
4758753,176.40
4928737,219.60
4826389,193.80
6759045,204.70
4874363,194.40
6087357,159.20
4844828,212.90
5975560,162.80
4830306,221.10
